field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,dip_dir,field_16,field_17,Formation,field_19,corr_dir,Loc_Strike,Loc_Dip
11427bae3a42e0e34fc32798846c3dde,Locality 2,3186d74dda551160694ffb5712562953,708763.3642,4366653.949,39.424154,-114.574702,11S,2957.790527,5,3,Foreset,202,54.00,292.00,11.654,Will-glom,Willard,,285,196,45
11427bae3a42e0e34fc32798846c3dde,Locality 2,10f9058d822b7124000bf24a354fe1e0,709336.4243,4366770.925,39.425068,-114.568014,11S,2802.248291,5,8,Foreset,159,45.00,249.00,11.654,Will-glom,Willard,,253.1,184,32
11427bae3a42e0e34fc32798846c3dde,Locality 2,9c0c39c25b849b8c9f6edb153d084de9,709379.5059,4366795.224,39.425276,-114.567506,11S,2779.206787,10,6,Foreset,154,41.00,244.00,11.654,Will-qtz c,Willard,,248.6,184,32
11427bae3a42e0e34fc32798846c3dde,Locality 2,4d2850e208055372b3b364e6b1c51e5d,709404.2757,4366810.668,39.425409,-114.567214,11S,2782.415771,10,24,Foreset,182,46.00,272.00,11.654,Eg-arkose sst,Egan,,271.1,184,32
11427bae3a42e0e34fc32798846c3dde,Locality 2,5a4a00e0ab922c189a18ee22cf487ec7,709428.4551,4366811.6,39.425412,-114.566933,11S,2763.99585,10,16,Foreset,184,35.00,274.00,11.654,Eg-Slaty saltire,Egan,,273.1,154,26
11427bae3a42e0e34fc32798846c3dde,Locality 2,ce2a067301b7c743a69e01e1d8df90b9,709520.9221,4366813.882,39.42541,-114.565859,11S,2743.432373,5,6,Foreset,187,47.00,277.00,11.654,Eg-Slaty saltire,Egan,,274.8,191,38
11427bae3a42e0e34fc32798846c3dde,Locality 2,78261085e77c874d99446ba2112fab34,709659.8237,4366938.969,39.426502,-114.564207,11S,2764.270996,5,3,Foreset,164,65.00,254.00,11.654,Eg-arkose sst,Egan,,259.6,184,42
11427bae3a42e0e34fc32798846c3dde,Locality 2,f0e239e6993a6770df8934a6a4ca8e6a,709843.9796,4366954.057,39.426593,-114.562065,11S,2714.01416,5,12,Foreset,185,56.00,275.00,11.654,Eg-Slaty saltire,Egan,,272.8,178,38
11427bae3a42e0e34fc32798846c3dde,Locality 2,d567a1a5f38f63ba966708c6c558c304,709914.2609,4366972.433,39.426741,-114.561243,11S,2723.104248,5,6,Foreset,184,42.00,274.00,11.654,Eg-arkose sst,Egan,,272.8,196,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,3f0b76764736c44a90d696e3e200058b,709936.5701,4366961.338,39.426636,-114.560988,11S,2709.785156,5,4,Foreset,166,43.00,256.00,11.654,Eg-arkose sst,Egan,,258.4,196,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,95a01837a1b8b54cc174c5d1e973971e,710004.3606,4366948.205,39.426501,-114.560205,11S,2693.152588,30,32,Foreset,167,45.00,257.00,11.654,Eg-Slaty saltire,Egan,,259.4,166,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,bedc9c455b2535e18bb16f7a4c549b23,710005.272,4366963.89,39.426642,-114.560189,11S,2687.066895,5,6,Foreset,161,50.00,251.00,11.654,Eg-Slaty saltire,Egan,,255.3,166,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,378b471f089aa962c3299004a0f39a2c,710243.8563,4366973.972,39.426675,-114.557417,11S,2644.157715,5,8,Foreset,203,47.00,293.00,11.654,Cocomongo,Cocomongo,,287.1,210,34
11427bae3a42e0e34fc32798846c3dde,Locality 2,99f7eb36ecd2284a294fd9236097fed2,710334.9144,4366894.715,39.425939,-114.556385,11S,2585.179443,5,12,Foreset,215,52.00,305.00,11.654,Cocomongo,Cocomongo,,294.8,200,17
11427bae3a42e0e34fc32798846c3dde,Locality 2,6171809df32dff21ff823391caeba9cb,710660.3158,4359222.289,39.356788,-114.555021,11S,2903.431641,5,6,Foreset,211,45.00,301.00,11.654,Will-qtz c,Willard,,293.7,173,28
11427bae3a42e0e34fc32798846c3dde,Locality 2,8711fdd0302847356718e1d62022ec81,710535.8901,4366718.108,39.4243,-114.554107,11S,2489.957764,5,4,Foreset,166,67.00,256.00,11.654,Salvi,Salvi,,261.1,172,47
11427bae3a42e0e34fc32798846c3dde,Locality 2,cc8d59f95a3979ce3a53f926ca37e084,710783.8041,4359273.886,39.357223,-114.553572,11S,2823.184814,5,3,Foreset,193,54.00,283.00,11.654,Will-qtz c,Willard,,278.6,173,28
f033cab836a09a11bc1c62cc78dd334e,Willie way,d855c2021e49ada5a2511a4036bcb00d,710889.3938,4361000.386,39.37274,-114.551805,11S,2238.7,5,9.5,Paleocurrent,178,46.00,268.00,11.591,Salvi,Salvi,,268,168,28
11427bae3a42e0e34fc32798846c3dde,Locality 2,542d997503d1b060d42584306e356071,710837.6662,4366593.73,39.423107,-114.550644,11S,2408.046387,5,12,Foreset,184,46.00,274.00,11.654,Salvi,Salvi,,272.6,177,29
f033cab836a09a11bc1c62cc78dd334e,Willie way,9866a5cc17b05a451da9a9714104dc20,710997.8058,4361188.46,39.374407,-114.550488,11S,2329.1,5,9.5,Paleocurrent,154,40.00,244.00,11.591,Salvi,Salvi,,248.4,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,c678b2f47271f867b11e6a38368bbc84,711000.315,4361164.831,39.374193,-114.550467,11S,2309.7,10,19,Paleocurrent,216,25.00,306.00,11.591,Salvi,Salvi,,302.4,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,2bbbac4c2212efe88c8b4538864cae6b,711001.4837,4361190.596,39.374425,-114.550445,11S,2330.5,5,9.5,Paleocurrent,170,38.00,260.00,11.591,Salvi,Salvi,,261.3,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,6edc7c2fa757282254de645b9ed63d93,711007.9991,4361178.184,39.374312,-114.550373,11S,2329.5,5,9.5,Paleocurrent,173,41.00,263.00,11.591,Salvi,Salvi,,263.9,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,9f8ad253e44095f747646b067574901c,711009.0092,4361178.026,39.37431,-114.550362,11S,2321.4,5,9.5,Paleocurrent,183,44.00,273.00,11.591,Salvi,Salvi,,271.9,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,da1e40db10d39d75454211d9e41ef5e4,711013.653,4361165.748,39.374198,-114.550312,11S,2338.6,10,19,Paleocurrent,166,39.00,256.00,11.591,Salvi,Salvi,,258.1,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,009f266dbbcb991c777a866c1f4d2ccd,711013.653,4361165.748,39.374198,-114.550312,11S,2338.6,10,19,Paleocurrent,168,38.00,258.00,11.591,Salvi,Salvi,,259.7,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,9a988fed0c15f05969894817f8c3cabf,711013.653,4361165.748,39.374198,-114.550312,11S,2338.6,10,19,Paleocurrent,175,39.00,265.00,11.591,Salvi,Salvi,,265.5,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,3912729fe8888ea848b0042ab1a3e029,711013.653,4361165.748,39.374198,-114.550312,11S,2338.6,10,19,Paleocurrent,169,40.00,259.00,11.591,Salvi,Salvi,,260.6,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,4231a2df64d1aa8533ebef5fe7842c78,711013.653,4361165.748,39.374198,-114.550312,11S,2338.6,10,19,Paleocurrent,176,50.00,266.00,11.591,Salvi,Salvi,,266.5,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,82703b259f179557217dd1d5c46d8d76,711013.653,4361165.748,39.374198,-114.550312,11S,2338.6,10,19,Paleocurrent,220,24.00,310.00,11.591,Salvi,Salvi,,306.2,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,d2814575acfab7f63badb3c006411062,711013.4713,4361188.33,39.374402,-114.550307,11S,2308.1,10,19,Paleocurrent,164,48.00,254.00,11.591,Salvi,Salvi,,257.3,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,56f65a9b07ec9465106c6159d87da9ed,711014.5968,4361183.917,39.374362,-114.550295,11S,2309,10,19,Paleocurrent,179,46.00,269.00,11.591,Salvi,Salvi,,268.7,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,b68e3944f560d6a50247f9f6b73fe5f9,711014.7354,4361184.106,39.374363,-114.550293,11S,2309,10,19,Paleocurrent,182,48.00,272.00,11.591,Salvi,Salvi,,271,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,816420ed889b9443765b784bfbfde2ca,711014.9864,4361174.856,39.37428,-114.550293,11S,2314,5,9.5,Paleocurrent,198,40.00,288.00,11.591,Salvi,Salvi,,284.3,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,21df7cf490fc41c784cfbcd3729ee325,711014.9723,4361185.964,39.37438,-114.55029,11S,2308.7,10,19,Paleocurrent,198,42.00,288.00,11.591,Salvi,Salvi,,284,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,c056acb11f5d94080ed0ba7847398b6f,711015.7435,4361162.843,39.374172,-114.550288,11S,2309.3,10,19,Paleocurrent,245,22.00,335.00,11.591,Salvi,Salvi,,329.2,165,16
f033cab836a09a11bc1c62cc78dd334e,Willie way,e6455f7adc540a2f958baf4c3f0a385b,711023.3594,4361173.417,39.374265,-114.550197,11S,2311,10,19,Paleocurrent,169,38.00,259.00,11.591,Salvi,Salvi,,260.5,165,15
11427bae3a42e0e34fc32798846c3dde,Locality 2,d387d3a4b233b51f055e1fa9470249c4,710963.1507,4366652.133,39.423602,-114.549169,11S,2383.361572,5,8,Foreset,171,56.00,261.00,11.654,Salvi,Salvi,,263.1,176,33
11427bae3a42e0e34fc32798846c3dde,Locality 2,2ea5212c96c55f3d4084edcac4084e25,711059.8186,4366688.327,39.423904,-114.548035,11S,2332.684814,5,8,Foreset,202,62.00,292.00,11.654,Salvi,Salvi,,283.1,174,29
11427bae3a42e0e34fc32798846c3dde,Locality 2,6257f467c13c9773b7f7873af686c87c,711390.5135,4359339.745,39.357668,-114.546516,11S,2584.201416,5,4,Foreset,165,52.00,255.00,11.654,Jenny Lind,Jenny,,258.5,174,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,ca917f02b06b45d7a4b9353efd5a2ba1,711434.9459,4358490.6,39.350012,-114.546268,11S,2681.463135,5,4,Foreset,157,62.00,247.00,11.654,Cocomongo,Cocomongo,,254.7,176,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,a9f4904c4b2a34e72215785d5c1675a2,711483.2968,4358373.12,39.348943,-114.545745,11S,2639.069092,5,3,Foreset,149,44.00,239.00,11.654,Jl xbeds,Jenny,,245.1,178,25
11427bae3a42e0e34fc32798846c3dde,Locality 2,8237578cef478af7a9812411e46bb72e,711483.5749,4358374.855,39.348958,-114.545741,11S,2638.860107,5,3,Foreset,158,44.00,248.00,11.654,Jl xbeds,Jenny,,252.2,178,25
11427bae3a42e0e34fc32798846c3dde,Locality 2,b7d254e56906a307dee88858dffc8205,711504.6749,4358466.393,39.349777,-114.545467,11S,2703.13501,5,8,Foreset,186,27.00,276.00,11.654,Jenny Lind,Jenny,,275.2,160,26
11427bae3a42e0e34fc32798846c3dde,Locality 2,1f8c4e990f08bb3a8f51fb7da9d69d1a,711508.9394,4358423.857,39.349393,-114.545431,11S,2669.966309,5,8,Foreset,172,50.00,262.00,11.654,Jenny Lind,Jenny,,263.5,160,26
11427bae3a42e0e34fc32798846c3dde,Locality 2,8418ac5c94b1db548a8330c38770001d,711491.9844,4359325.232,39.357512,-114.545344,11S,2545.046631,5,6,Foreset,154,44.00,244.00,11.654,Salvi,Salvi,,249.1,195,27
11427bae3a42e0e34fc32798846c3dde,Locality 2,189d64e4fbfcf23253dcb03f1f9a645a,711532.6665,4358329.906,39.348542,-114.545186,11S,2595.931396,5,4,Foreset,181,34.00,271.00,11.654,Cocomongo,Cocomongo,,270.5,196,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,2967fc8aaf77317bdd66a07855b0b4c5,711535.9757,4358334.223,39.34858,-114.545146,11S,2600.812744,10,24,Foreset,174,25.00,264.00,11.654,Cocomongo,Cocomongo,,264.3,196,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,abed2875e0c3fa540876f1caddce3cca,711549.6762,4358331.234,39.348549,-114.544988,11S,2591.036377,5,8,Foreset,203,29.00,293.00,11.654,Cocomongo,Cocomongo,,290.1,196,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,351e221ec5ab19857e1ef81aafcf73cf,711590.2293,4358315.862,39.348401,-114.544523,11S,2571.324463,5,8,Foreset,159,36.00,249.00,11.654,Cocomongo,Cocomongo,,252,196,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,82b8e25ae5fa5a3851a9c2570b4f157a,711688.9043,4359348.357,39.357672,-114.543053,11S,2422.032227,5,8,Foreset,161,56.00,251.00,11.654,Salvi,Salvi,,256.2,161,37
11427bae3a42e0e34fc32798846c3dde,Locality 2,046e15fd4e139b91d5430e5405540857,711721.9615,4358356.296,39.348733,-114.542983,11S,2550.550293,5,3,Foreset,180,70.00,270.00,11.654,Salvi,Salvi,,269,176,36
11427bae3a42e0e34fc32798846c3dde,Locality 2,b00979538565c402249a6741b60fc9ff,711722.3531,4358355.72,39.348728,-114.542978,11S,2550.623291,5,4,Foreset,176,55.00,266.00,11.654,Salvi,Salvi,,266.5,176,36
11427bae3a42e0e34fc32798846c3dde,Locality 2,381e4eade3971ba01e0610d91a7f3f74,711801.4638,4358276.935,39.347999,-114.542086,11S,2530.01416,5,3,Foreset,227,56.00,317.00,11.654,Salvi,Salvi,,301.8,190,29
11427bae3a42e0e34fc32798846c3dde,Locality 2,cc1bd0fc0b2e74737ca473932dec0a0e,711836.0215,4358279.217,39.348011,-114.541685,11S,2525.20752,5,3,Foreset,197,37.00,287.00,11.654,Salvi,Salvi,,283.8,188,23
11427bae3a42e0e34fc32798846c3dde,Locality 2,e58b4b8baecb472754d16c65ff96c3cb,711837.9869,4358281.374,39.34803,-114.541661,11S,2520.81665,5,6,Foreset,217,31.00,307.00,11.654,Salvi,Salvi,,301.9,188,23
11427bae3a42e0e34fc32798846c3dde,Locality 2,463468599c3d1cffd2e22c9a1fc6e14a,711844.0764,4358269.325,39.34792,-114.541594,11S,2514.729004,5,4,Foreset,195,55.00,285.00,11.654,Salvi,Salvi,,279.8,188,23
11427bae3a42e0e34fc32798846c3dde,Locality 2,ab6f141c29586f8b0ade555011c0d5c7,711863.1773,4358202.077,39.34731,-114.541394,11S,2479.126221,5,4,Foreset,168,42.00,258.00,11.654,Salvi,Salvi,,260,196,28
11427bae3a42e0e34fc32798846c3dde,Locality 2,dde48a6ecdb559a661e1cde47de6d1a8,711958.9625,4358168.379,39.346983,-114.540294,11S,2448.425537,5,6,Foreset,170,55.00,260.00,11.654,Salvi fg,Salvi,,262.3,168,34
11427bae3a42e0e34fc32798846c3dde,Locality 2,0e0f856d0f371b8d080159486229ff54,711961.5617,4358164.25,39.346945,-114.540265,11S,2452.856201,5,3,Foreset,166,65.00,256.00,11.654,Salvi fg,Salvi,,260.8,168,34
11427bae3a42e0e34fc32798846c3dde,Locality 2,d333e59d23de20e9ede7cbd5f202ba85,711970.9516,4358148.617,39.346802,-114.540161,11S,2448.879639,5,6,Foreset,196,39.00,286.00,11.654,Salvi,Salvi,,282.8,179,27
11427bae3a42e0e34fc32798846c3dde,Locality 2,7c5be201d3d31d4d3a7cdc9e6291b150,711979.2051,4358165.42,39.346952,-114.54006,11S,2443.322998,5,6,Foreset,166,39.00,256.00,11.654,Salvi fg,Salvi,,258.1,179,27
11427bae3a42e0e34fc32798846c3dde,Locality 2,80a9e0952033859e325c6dd74e94817d,712185.2043,4350648.252,39.279227,-114.540044,11S,2762.80835,10,12,Foreset,171,46.00,261.00,11.654,Shingle-massive qtzt,Shingle,,262.5,194,28
11427bae3a42e0e34fc32798846c3dde,Locality 2,12cf69c2c626438bee58dd5978405759,712017.8371,4358180.829,39.347081,-114.539607,11S,2437.712158,10,24,Foreset,177,27.00,267.00,11.654,Salvi fg,Salvi,,267.1,187,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,f04643352cb93b20355097efca70405d,712026.631,4358167.443,39.346958,-114.53951,11S,2407.158447,10,6,Foreset,182,25.00,272.00,11.654,Salvi,Salvi,,271.6,187,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,03cc24819556d23d78b518f5a004d2e5,712094.2914,4358153.542,39.346816,-114.53873,11S,2382.756592,5,6,Foreset,200,66.00,290.00,11.654,Salvi,Salvi,,280.8,219,48
11427bae3a42e0e34fc32798846c3dde,Locality 2,1333aa8a25802861c67c14a474a30a1f,712206.2367,4358029.927,39.345676,-114.537471,11S,2342.889648,5,6,Foreset,223,60.00,313.00,11.654,Salvi,Salvi,,297.3,218,40
11427bae3a42e0e34fc32798846c3dde,Locality 2,40e45cf0bfb02ce03cd4d81b8d63eeaa,712206.2367,4358029.927,39.345676,-114.537471,11S,2342.889648,5,6,Foreset,233,76.00,323.00,11.654,Salvi,Salvi,,291.1,218,40
11427bae3a42e0e34fc32798846c3dde,Locality 2,abd655a24ee8a1c1912d1f8ecac6d074,712264.4862,4358038.293,39.345737,-114.536793,11S,2345.691895,5,6,Foreset,190,45.00,280.00,11.654,Salvi,Salvi,,277.3,181,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,60a79df18107d0a4fc18b5ebd770adc1,712271.0699,4358040.758,39.345758,-114.536716,11S,2344.838135,5,3,Foreset,165,48.00,255.00,11.654,Salvi,Salvi,,258.1,181,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,88d3ab59cf341df9ef4a039ba0bcd667,712379.396,4358032.452,39.345656,-114.535462,11S,2305.096191,5,4,Foreset,170,46.00,260.00,11.654,Salvi,Salvi,,261.8,157,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,81721fa978028dd9e3c25e41cecd91d8,712379.6765,4358031.18,39.345645,-114.535459,11S,2306.273438,5,3,Foreset,161,49.00,251.00,11.654,Salvi,Salvi,,255.2,157,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,1c39e24d1c6ffb654795dc92c4070b8f,712382.7901,4358030.729,39.34564,-114.535423,11S,2317.378906,5,12,Foreset,201,47.00,291.00,11.654,Salvi,Salvi,,285.6,157,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,5bd2edd7d06e5631145f86e36b04c13b,712405.4379,4358041.65,39.345733,-114.535157,11S,2291.481445,5,6,Foreset,182,46.00,272.00,11.654,Salvi,Salvi,,271.1,200,44
11427bae3a42e0e34fc32798846c3dde,Locality 2,bf6ff871e5bc6c5685f24dd6bb0e776a,713939.9575,4351065.396,39.282551,-114.519586,11S,2322.380615,10,12,Foreset,169,53.00,259.00,11.654,Hues-Argillite-brown,Bassett,,261.5,164,32
11427bae3a42e0e34fc32798846c3dde,Locality 2,47294911aae74b55247dd516e48b8b06,714591.7138,4355772.113,39.324762,-114.510534,11S,1953.678955,5,4,Foreset,174,33.00,264.00,11.654,Taft creekcrew,Taft,,264.5,209,27
11427bae3a42e0e34fc32798846c3dde,Locality 2,c44fcd4b9f8efe2079d47e03571baf72,714982.5045,4355032.822,39.318009,-114.506241,11S,1990.608398,5,6,Foreset,152,29.00,242.00,11.654,Taft creekcrew,Taft,,245,162,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,b51745ec26c89c857c81faf481e42389,714983.8619,4355033.167,39.318012,-114.506226,11S,1992.323486,5,4,Foreset,158,50.00,248.00,11.654,Taft creekcrew,Taft,,253.1,162,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,a3d3ad6d195122bb98a6c0202f957cc9,714983.8012,4355035.628,39.318034,-114.506225,11S,1991.699707,5,6,Foreset,164,49.00,254.00,11.654,Taft creekcrew,Taft,,257.5,162,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,3fa47d3789a3a5e6bdde2216e2dd55bd,714984.2275,4355030.924,39.317992,-114.506222,11S,1992.883545,5,6,Foreset,136,22.00,226.00,11.654,Taft creekcrew,Taft,,229.3,162,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,c2b4d0e6480dce4a688d34140706dbf1,714985.0935,4355030.208,39.317985,-114.506212,11S,1992.027832,5,6,Foreset,172,46.00,262.00,11.654,Taft creekcrew,Taft,,263.3,162,20
11427bae3a42e0e34fc32798846c3dde,Locality 2,d39c4ae1fd2bdee2c720a9430228f1f9,715088.5111,4351372.073,39.285028,-114.506183,11S,1968.852783,5,6,Foreset,163,37.00,253.00,11.654,Taft creekcrew,Taft,,255.4,201,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,4fe7c706929c8a6f0573149c666518ae,715106.7126,4351370.364,39.285008,-114.505973,11S,1942.911377,10,24,Foreset,171,39.00,261.00,11.654,Taft creekcrew,Taft,,262.2,201,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,9e8d2de04408af024f59152d1f3eb96e,715108.5849,4351370.69,39.28501,-114.505951,11S,1948.989014,5,12,Foreset,172,29.00,262.00,11.654,Taft creekcrew,Taft,,262.7,201,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,d852cacbb0ed12f835d8da96b1e4ed3b,715108.5849,4351370.69,39.28501,-114.505951,11S,1948.989014,5,12,Foreset,212,22.00,302.00,11.654,Taft creekcrew,Taft,,299.4,201,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,71a54371fe8104a3fd5302c329db9116,715008.0592,4355019.173,39.31788,-114.50595,11S,1965.914551,0,0,Foreset,177,45.00,267.00,11.654,Taft creek qtzt 2,Taft,,267.2,189,24
11427bae3a42e0e34fc32798846c3dde,Locality 2,1db024176db3803afd8ee1cc4f8c5036,715058.1159,4355064.345,39.318274,-114.505355,11S,1960.40332,10,24,Foreset,166,54.00,256.00,11.654,Taft creekcrew,Taft,,259.4,175,21
11427bae3a42e0e34fc32798846c3dde,Locality 2,4477ab5027ad7df9cd8b646cc1932299,715105.6881,4355111.031,39.318683,-114.504789,11S,1936.112793,5,4,Foreset,174,54.00,264.00,11.654,Taft creekcrew,Taft,,265.1,159,35
11427bae3a42e0e34fc32798846c3dde,Locality 2,ebfbd58ee3198f383a32219b9ae98478,715113.8415,4355121.149,39.318772,-114.504691,11S,1904.161621,5,12,Foreset,161,35.00,251.00,11.654,Taft creekcrew,Taft,,253.6,159,35
11427bae3a42e0e34fc32798846c3dde,Locality 2,bb34894a784d29a429336a1a0235ecf6,715191.4691,4355279.398,39.320177,-114.503741,11S,1851.991943,10,16,Foreset,173,58.00,263.00,11.654,Taft creek qtzt 2,Taft,,264.6,168,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,a142264a6e4a1ab385385b5c3d1784f9,715191.4691,4355279.398,39.320177,-114.503741,11S,1851.991943,10,16,Foreset,198,42.00,288.00,11.654,Taft creek qtzt 2,Taft,,284,168,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,7ec4cc8bf6b6fcd60d2fdebbccbb6f73,715192.8491,4355281.541,39.320196,-114.503724,11S,1850.313721,5,6,Foreset,157,54.00,247.00,11.654,Taft creek qtzt 2,Taft,,253.1,168,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,5511d0bf5a98f27e3b623546b2ac897a,715219.7355,4355490.772,39.322073,-114.503345,11S,1841.162598,5,3,Foreset,159,30.00,249.00,11.654,Taft creek carb,Taft,,251.3,175,18
,,,,,,,,,,,,,,,,,,,,,